image_path,num_gt_tokens,num_pred_tokens,token_edits,token_error_rate,cer,error_tokens,error_entropies,error_probs
data/oldNepaliDataset_new/images/CA__The Cambridge Manuscript_Page_008/eSc_line_65317b7d.png,81,80,3,0.037037037037037035,0.04444444552063942,न|य|द,0.019047576934099197|0.001598432194441557|0.00016103978850878775,0.9973176121711731|0.9998773336410522|0.9999889135360718
data/oldNepaliDataset_new/images/DNA_1_00000631/eSc_line_c1e453d6.png,27,27,1,0.037037037037037035,0.03125,ू,0.5316148996353149,0.7791146039962769
data/oldNepaliDataset_new/images/DNA_0012_0638/eSc_line_fbf558b7.png,17,17,0,0.0,0.0,,,
data/oldNepaliDataset_new/images/CA__The Cambridge Manuscript_Page_008/eSc_line_b1d35cf5.png,72,72,1,0.013888888888888888,0.012987012974917889,त,0.5466100573539734,0.8479410409927368
data/oldNepaliDataset_new/images/DNA_2_00000327_result/eSc_line_f5706f3a.png,65,65,9,0.13846153846153847,0.1527777761220932,ो|त|म|2|ष|ो|प|प|ा,0.0015905783511698246|0.2813343405723572|0.0009079410810954869|0.7072262763977051|0.052201103419065475|4.254754458088428e-05|0.09828230738639832|0.5517908930778503|0.009056597016751766,0.9998685121536255|0.9207910299301147|0.9999243021011353|0.7988035082817078|0.9912782311439514|0.9999974966049194|0.9837248921394348|0.8638458251953125|0.998964786529541
data/oldNepaliDataset_new/images/DNA_0013_0382/eSc_line_ad351e13.png,9,8,1,0.1111111111111111,0.1111111119389534,,,
data/oldNepaliDataset_new/images/15/eSc_line_0e9c5d70.png,79,77,4,0.05063291139240506,0.06976744532585144,पन|अ|ल|ि,0.04198481887578964|1.6266944408416748|1.7334342002868652|6.44503888906911e-05,0.9941645264625549|0.3479768931865692|0.3561244606971741|0.9999957084655762
data/oldNepaliDataset_new/images/18/eSc_line_9cf1f290.png,71,71,0,0.0,0.0,,,
data/oldNepaliDataset_new/images/DNA_0012_0638/eSc_line_362365cc.png,43,43,6,0.13953488372093023,0.1489361673593521,र|ा|रव|.|ू|ड,0.19301824271678925|0.00019956751202698797|0.40112316608428955|0.0007746005430817604|0.029222238808870316|0.008510115556418896,0.956889808177948|0.9999865293502808|0.8935033679008484|0.9999406337738037|0.9960126876831055|0.9990254640579224
data/oldNepaliDataset_new/images/DNA_0014_0242/eSc_line_44d89cea.png,47,44,3,0.06382978723404255,0.08163265138864517,अ,0.6767905354499817,0.5993568897247314
data/oldNepaliDataset_new/images/DNA_2_00000224_result/eSc_line_1e641614.png,55,51,8,0.14545454545454545,0.16393442451953888,क|ष|व|ा|मक|ह|लक|े,0.006350643467158079|0.8273162245750427|0.7204892039299011|0.0007204491994343698|1.4428443908691406|0.014822135679423809|0.002777467481791973|0.0010880548506975174,0.9993510842323303|0.5448988080024719|0.6991585493087769|0.999947190284729|0.5078927874565125|0.998101532459259|0.9997518658638|0.9999169111251831
data/oldNepaliDataset_new/images/DNA_1_00000523/eSc_line_5a77832a.png,24,26,3,0.125,0.09677419066429138,्|न|घ,1.9821953173959628e-05|0.00011559320410015061|2.0247297286987305,0.9999990463256836|0.999992847442627|0.4824816882610321
data/oldNepaliDataset_new/images/DNA_1_00000631/eSc_line_0420559b.png,34,34,1,0.029411764705882353,0.025641025975346565,ट,0.00020387308904901147,0.9999852180480957
data/oldNepaliDataset_new/images/DNA_1_00000285/eSc_line_703da233.png,39,40,2,0.05128205128205128,0.0476190485060215,म|ु,0.551773190498352|0.004301912151277065,0.8146815299987793|0.9995719790458679
data/oldNepaliDataset_new/images/16/eSc_line_3b1f7e45.png,85,81,6,0.07058823529411765,0.09677419066429138,म|घ|अ|मल|म|-,0.030219988897442818|0.29570522904396057|0.44634684920310974|0.034976158291101456|0.011883459985256195|0.00015888421330600977,0.9952951073646545|0.9392421245574951|0.8572714924812317|0.9950543642044067|0.9985013008117676|0.9999896287918091
data/oldNepaliDataset_new/images/DNA_2_00000293_result/eSc_line_c24eea61.png,46,48,3,0.06521739130434782,0.06122449040412903,भ|्|र,0.8996896743774414|0.01338692381978035|0.006166490260511637,0.5931046009063721|0.9982339143753052|0.9993205070495605
data/oldNepaliDataset_new/images/DNA_2_00000264_result/eSc_line_f725eaee.png,43,44,3,0.06976744186046512,0.05999999865889549,्|ै|क,0.6379741430282593|0.6907219886779785|0.05140800029039383,0.6670011281967163|0.5479850769042969|0.9918728470802307
data/oldNepaliDataset_new/images/DNA_1_00000321/eSc_line_ce97bf2d.png,46,47,6,0.13043478260869565,0.17391304671764374,र|ो|ध|्|.|द,0.00020372281142044812|0.003599717514589429|0.3512166142463684|0.14105558395385742|4.205048753647134e-05|0.0017906961729750037,0.9999836683273315|0.999607264995575|0.9108784198760986|0.9818508625030518|0.9999973773956299|0.9998279809951782
data/oldNepaliDataset_new/images/CA__The Cambridge Manuscript_Page_002/eSc_line_1be0bf8b.png,7,6,1,0.14285714285714285,0.2222222238779068,ग,0.4796404242515564,0.9095068573951721
data/oldNepaliDataset_new/images/DNA_0014_0242/eSc_line_2a2ab07e.png,30,30,2,0.06666666666666667,0.05714285746216774,ं|म,0.6669270992279053|0.6756372451782227,0.6244407892227173|0.6269919276237488
data/oldNepaliDataset_new/images/DNA_2_00000394_result/eSc_line_efd83da7.png,46,47,3,0.06521739130434782,0.05882352963089943,ा|च|ा,0.7670433521270752|0.004266136325895786|0.016210341826081276,0.7180834412574768|0.9995356798171997|0.9981287121772766
data/oldNepaliDataset_new/images/DNA_0012_0006/eSc_line_40714bf3.png,56,56,0,0.0,0.0,,,
data/oldNepaliDataset_new/images/CA__The Cambridge Manuscript_Page_009/eSc_line_b6a051ea.png,4,4,3,0.75,0.75,वन|्|त,0.07541591674089432|0.025130823254585266|2.275136709213257,0.9858037233352661|0.9963173866271973|0.3115507662296295
data/oldNepaliDataset_new/images/16/eSc_line_51315b16.png,78,78,4,0.05128205128205128,0.048192769289016724,।|ष|प,2.371508836746216|0.46626460552215576|0.00039527364424429834,0.3150155544281006|0.9164406061172485|0.9999723434448242
data/oldNepaliDataset_new/images/CA__The Cambridge Manuscript_Page_004/eSc_line_8ae14cd2.png,74,72,2,0.02702702702702703,0.0470588244497776,रल|.,0.02205861173570156|0.0007144605042412877,0.9968553781509399|0.9999408721923828
data/oldNepaliDataset_new/images/DNA_0013_0472/eSc_line_bd39e1c3.png,79,69,11,0.13924050632911392,0.14942528307437897,श|मद|पर|्|्|ण,0.37656912207603455|0.8819564580917358|0.05821743980050087|0.0002633185649756342|0.44024357199668884|0.8368930816650391,0.9009446501731873|0.6063933372497559|0.9902108907699585|0.9999798536300659|0.8533883690834045|0.7022030353546143
data/oldNepaliDataset_new/images/DNA_0014_0296/eSc_line_7e2194e4.png,44,44,0,0.0,0.0,,,
data/oldNepaliDataset_new/images/DNA_2_00000051_result/eSc_line_8789ba18.png,36,36,0,0.0,0.0,,,
data/oldNepaliDataset_new/images/DNA_0003_0551/eSc_line_e0ef34c9.png,42,41,9,0.21428571428571427,0.17391304671764374,उ|क|्|र|ू|द|हर,9.102669719140977e-05|0.0002798507339321077|0.018928490579128265|0.1885978728532791|0.0007225809968076646|1.3581995964050293|2.16318416595459,0.9999945163726807|0.9999809265136719|0.9973539113998413|0.971842348575592|0.9999456405639648|0.45462727546691895|0.2831336259841919
data/oldNepaliDataset_new/images/DNA_1_00000631/eSc_line_ae6ecb13.png,33,32,3,0.09090909090909091,0.0810810774564743,ू|ौं|ड,0.12400054931640625|0.6883006691932678|0.06444114446640015,0.9730926156044006|0.5685504078865051|0.9899341464042664
data/oldNepaliDataset_new/images/DNA_0015_0290/eSc_line_0bc1f3a4.png,56,56,2,0.03571428571428571,0.032786883413791656,3|द,0.2321893274784088|0.6401501297950745,0.9535235166549683|0.6828871369361877
data/oldNepaliDataset_new/images/DNA_2_00000030_result/eSc_line_af4f4b1f.png,47,47,1,0.02127659574468085,0.019607843831181526,श,0.732801616191864,0.7607182860374451
data/oldNepaliDataset_new/images/DNA_0013_0472/eSc_line_96c4e9cd.png,85,78,13,0.15294117647058825,0.1702127605676651,त|ी|5|ष|े|व|ं|च,5.843558756168932e-05|7.702442235313356e-05|0.0005347889964468777|0.00013107701670378447|0.0006571426638402045|0.022148193791508675|0.08489390462636948|1.4351108074188232,0.9999963045120239|0.9999949932098389|0.9999611377716064|0.999990701675415|0.9999430179595947|0.9971420168876648|0.990096926689148|0.616046130657196
data/oldNepaliDataset_new/images/DNA_0001_0367/eSc_line_7e967026.png,55,55,0,0.0,0.0,,,
data/oldNepaliDataset_new/images/DNA_0013_0376/eSc_line_7d1110a0.png,35,35,0,0.0,0.0,,,
data/oldNepaliDataset_new/images/DNA_2_00000293_result/eSc_line_a21a10a4.png,40,39,2,0.05,0.04444444552063942,ष,0.7105301022529602,0.5734696984291077
data/oldNepaliDataset_new/images/CA__The Cambridge Manuscript_Page_006/eSc_line_b4178765.png,65,66,4,0.06153846153846154,0.06849315017461777,द|्|ध|आ,0.8391708731651306|0.00034374117967672646|1.4781421422958374|0.43534260988235474,0.6596230268478394|0.9999706745147705|0.35261714458465576|0.8471289277076721
data/oldNepaliDataset_new/images/CA__The Cambridge Manuscript_Page_009/eSc_line_dff5320d.png,70,70,0,0.0,0.0,,,
data/oldNepaliDataset_new/images/DNA_14_00000283/eSc_line_f25d5749.png,55,48,8,0.14545454545454545,0.18333333730697632,प|ठ|ू|ल,0.14051154255867004|1.2696294784545898|0.2085934579372406|0.8954050540924072,0.9748498201370239|0.5907660126686096|0.9514994025230408|0.633180558681488
data/oldNepaliDataset_new/images/DNA_14_00000283/eSc_line_926131d6.png,23,23,0,0.0,0.0,,,
data/oldNepaliDataset_new/images/CA__The Cambridge Manuscript_Page_006/eSc_line_432ee03b.png,73,73,0,0.0,0.0,,,
data/oldNepaliDataset_new/images/DNA_2_00000161_result/eSc_line_e11b7c8d.png,5,6,3,0.6,0.6000000238418579,अ|र|ज,0.004885138478130102|0.0017605640459805727|0.050355661660432816,0.9995108842849731|0.9998601675033569|0.9941737055778503
data/oldNepaliDataset_new/images/DNA_2_00000293_result/eSc_line_c312b996.png,45,45,2,0.044444444444444446,0.0416666679084301,ू|ँ,1.546012754261028e-05|0.017277916893363,0.9999992847442627|0.9978626370429993
data/oldNepaliDataset_new/images/CA__The Cambridge Manuscript_Page_005/eSc_line_53eebafc.png,73,73,0,0.0,0.0,,,
data/oldNepaliDataset_new/images/CA__The Cambridge Manuscript_Page_022/eSc_line_991cacc7.png,78,77,7,0.08974358974358974,0.0714285746216774,्|न|द|न,0.28818386793136597|0.00017627111810725182|0.8550053834915161|0.29649031162261963,0.9203285574913025|0.99998939037323|0.7738512754440308|0.913903534412384
data/oldNepaliDataset_new/images/CA__The Cambridge Manuscript_Page_004/eSc_line_9e25dcd2.png,75,76,1,0.013333333333333334,0.011904762126505375,ं,0.6916719079017639,0.5489603877067566
data/oldNepaliDataset_new/images/CA__The Cambridge Manuscript_Page_021/eSc_line_b4f53f7e.png,79,77,5,0.06329113924050633,0.0625,1|म,1.6016238927841187|0.0012119235470890999,0.48273417353630066|0.9998887777328491
data/oldNepaliDataset_new/images/DNA_1_00000285/eSc_line_fc52f2d4.png,37,38,3,0.08108108108108109,0.07894736528396606,4|प|ु,0.7330687642097473|0.49534547328948975|0.0004662798601202667,0.5427542328834534|0.874439537525177|0.9999610185623169
data/oldNepaliDataset_new/images/DNA_1_00000137/eSc_line_83825be5.png,49,49,3,0.061224489795918366,0.03846153989434242,ा|ह,0.16589906811714172|0.000699403346516192,0.9668186902999878|0.999942421913147
data/oldNepaliDataset_new/images/CA__The Cambridge Manuscript_Page_002/eSc_line_19b909fa.png,78,78,1,0.01282051282051282,0.01149425283074379,द,0.7456243634223938,0.5744978189468384
data/oldNepaliDataset_new/images/CA__The Cambridge Manuscript_Page_003/eSc_line_f55a0731.png,73,72,3,0.0410958904109589,0.06666667014360428,श|यत|-,0.7361805438995361|0.006470852065831423|0.025421567261219025,0.6505836844444275|0.9993615746498108|0.9967771172523499
data/oldNepaliDataset_new/images/DNA_0001_0368/eSc_line_9a6686ac.png,22,22,2,0.09090909090909091,0.0833333358168602,7|1,0.6814092993736267|0.7629023194313049,0.8445910811424255|0.6379212737083435
data/oldNepaliDataset_new/images/CA__The Cambridge Manuscript_Page_009/eSc_line_34336fbf.png,96,94,2,0.020833333333333332,0.01923076994717121,,,
data/oldNepaliDataset_new/images/DNA_1_00000026/eSc_line_d2d21031.png,21,21,0,0.0,0.0,,,
